Orbital Period(Hr),Eccentricity,Transit_duration(Hr),Transist dept(ppm),Planet star radius ratio,Planet radius (Earth Radius),Orbital Semi major axis(au),inclination(degree),planet star distance over star radius,stellar effective temperature(K),Stellar radius(solar radius),Stellar mass(solar mass)
8.80854183,0,34.7564,175,0.02037,2.69,0.0853,26.19,1.106,6017,1.21,1.064
8.8109721,0,4.822,24000,0.439006,47.94,0.0837,83.34,10.58,5780,1,1
8.8111022,0,5.0683,401,0.242511,63.66,0.0919,67.15,3.15,6200,2.404,1.333
8.8233996,0,6.735,105,0.009255,1.13,0.0793,89.88,10.12,5602,1.121,0.852
8.8249556,0,2.976,121,0.010131,1.1,0.083,89.46,22.4,6078,0.994,0.978
8.82715783,0,2.019,369,0.017452,1.67,0.0829,89.57,32.96,5550,0.878,0.972
8.8303681,0,3.426,296,0.017124,1.32,0.0767,86.87,13.64,5051,0.706,0.786
8.8324193,0,2.252,74.1,0.007933,0.98,0.0812,89.38,29.697,6060,1.133,0.914
8.83929462,0,1.719,316,0.020396,1.94,0.0795,86.88,17,5330,0.87,0.855
8.84784273,0,2.0572,460,0.019043,1.15,0.0699,89.92,33.45,3867,0.552,0.581
8.8493948,0,6.928,43.8,0.006766,0.82,0.0839,81.87,5.79,6095,1.11,1.004
8.85686712,0,0.606,319,0.021548,1.88,0.0765,88.92,48.8,5017,0.797,0.76
8.870415578,0,1.2864,873,0.238656,39.46,0.0807,85.37,14.94,6022,1.514,0.888
8.874603,0,2.88,93.3,0.00892,1.24,0.0923,89.38,23.34,6517,1.278,1.332
8.884922995,0,2.07004,16100,0.114124,10.51,0.0786,89.89,36.466,5332,0.843,0.821
8.9172863,0,4.468,196,0.012876,1.39,0.0853,89.77,15.43,6210,0.986,1.035
8.91901228,0,4.141,181,0.012857,1.84,0.0835,87.32,13.21,5862,1.307,0.973
8.92114318,0,3.933,111,0.009647,1.27,0.0847,89.6,17.38,6052,1.202,1.015
8.925079516,0,2.6766,978,0.031128,2.36,0.0763,87.69,18.32,4728,0.693,0.768
8.93484887,0,2.579,136,0.012415,1.83,0.0928,86.05,12.89,6688,1.347,1.336
8.939461148,0,6.19136,358000,0.631007,153.32,0.0913,88.11,16.9363,6461,2.225,1.266
8.9429645,0,1.803,234,0.013687,0.89,0.0704,89.87,38.3,4183,0.594,0.582
8.94337724,0,2.469,215,0.013531,1.48,0.0807,89.66,27.68,6074,1.005,0.873
8.947426242,0,4.89701,86000,0.27895,45.87,0.0892,88.19,16.352,6297,1.506,1.18
8.95294046,0,2.995,44,0.006519,0.86,0.0839,87.45,16.14,6047,1.207,0.98
8.9539656,0,4.898,70.4,0.008108,0.84,0.0823,86.49,10.72,6168,0.947,0.925
8.9648813,0,61.23,455,0.228932,28.97,0.0893,13.25,1.241,6543,1.159,1.181
8.966610607,0,4.01883,59600,0.460632,56.94,0.0859,86.16,16.4167,6480,1.132,1.045
8.96847034,0,4.4073,234,0.014445,2.17,0.086,87.58,13.19,5808,1.374,1.054
8.97349999,0,3.1408,935,0.02858,36,0.0991,88.3,18.85,4751,11.536,1.606
8.97377221,0,2.135,107,0.009575,2.96,0.1005,89.57,31.5,6537,2.829,1.677
8.9772888,0,4.72,97.5,0.009644,1.79,0.0836,86.2,10.58,5597,1.699,0.969
8.981014925,0,1.8478,1060,0.029697,3.14,0.078,89.85,38.07,5666,0.967,0.785
8.98128472,0,5.0397,4920,0.064401,7.19,0.0882,88.79,13.94,5977,1.022,1.133
8.98581901,0,2.8606,881,0.026527,1.65,0.0709,89.98,24.64,4072,0.57,0.586
8.98826122,0,4.96,161,0.014058,1.39,0.0845,81.14,5.98,5984,0.906,0.993
8.99088621,0,4.2447,470,0.021706,2.78,0.0856,85.95,10.9,5881,1.171,1.032
9.011888,0,4.167,988,0.03717,7.04,0.0876,82.25,7.03,5627,1.735,1.103
9.014220178,0,2.76441,34100,0.194303,15.49,0.0763,87.92,22.07,4842,0.73,0.729
9.0194714,0,5.92,192,0.012789,1.07,0.08,88.81,11.34,5775,0.768,0.838
9.02436414,0,3.011,215,0.01334,1.62,0.085,89.97,23.21,5885,1.111,1.004
9.02930689,0,3.1449,1020,0.028718,2.57,0.0796,89.94,22.57,5349,0.82,0.824
9.03326435,0,2.857,611,0.022819,1.96,0.0813,88.82,22.14,5311,0.788,0.884
9.034190783,0,1.5501,578,0.025742,1.8,0.0733,88.12,25.8,4499,0.639,0.643
9.04189129,0,2.789,783,0.035901,3.24,0.0829,84,9.25,5237,0.826,0.927
9.0584662,0,6.376,61.8,0.007027,2.46,0.0983,89.38,10.817,5198,3.207,1.552
9.058487716,0,4.14334,128000,0.327827,20.51,0.0702,89.44,21.904,4340,0.573,0.561
9.06557317,0,1.6208,243,0.01461,1.46,0.0849,89.37,39.2,6075,0.916,0.991
9.06687613,0,3.381,367,0.022102,1.9,0.0771,83.96,8.82,5142,0.789,0.745
9.07098164,0,2.6903,1030,0.028977,2.94,0.0854,89.97,26.509,5672,0.929,1.008
9.07829171,0,0.783,531,0.020947,3.69,0.0838,89.89,89.3,5086,1.611,0.951
9.080194398,0,8.18777,325000,0.618569,76.4,0.0896,87.23,12.7307,6461,1.131,1.162
9.08233411,0,2.008,297,0.015633,1.35,0.0815,89.56,33.91,5354,0.788,0.884
9.08590495,0,2.0718,2120,0.066386,6.28,0.0799,86.08,14.31,5931,0.866,0.825
9.08745206,0,3.786,35.1,0.005459,0.73,0.0862,88.87,17.35,5888,1.227,1.036
9.087508013,0,2.7597,141,0.011172,1.37,0.0825,88.67,21.964872,6078,1.119,0.905
9.089151782,0,3.1886,110,0.009711,4.35,0.1058,89.89,21.975783,6729,4.099,1.907
9.089355023,0,6.4006,101000,0.313154,68.91,0.1011,87.01,12.4295,7675,2.015,1.665
9.08937826,0,6.255,780,0.038435,5.35,0.0924,75.3,3.872,6739,1.275,1.283
9.10969334,0,5.3181,126,0.011234,1.32,0.0862,85.02,8.76,5611,1.073,1.026
9.11500269,0,4.558,268,0.015881,1.78,0.0866,86.67,11.63,5962,1.028,1.039
9.12208711,0,4.62417,58800,0.464111,52.66,0.0849,85.65,14.5523,5857,1.039,0.981
9.12209336,0,4.347,907,0.268689,28.17,0.0872,74.86,4.73,5899,0.96,1.06
9.13315062,0,2.1557,231,0.014047,1.48,0.0867,89.5,31.6,6122,0.964,1.041
9.1447861,0,5.422,269,0.01623,1.63,0.086,85.26,8.99,5849,0.919,1.014
9.17617167,0,4.2642,207,0.01313,1.66,0.085,89.63,16.573,5903,1.156,0.974
9.17858526,0,2.1945,797,0.026756,2.3,0.0819,88.77,27.04,5506,0.788,0.876
9.18189122,0,4.343,364,0.023538,2.17,0.084,79.49,5.32,5741,0.846,0.938
9.18244299,0,4.318,87.6,0.008634,1.24,0.0886,89.07,15.86,6194,1.314,1.098
9.2075634,0,3.365,1240,0.038689,5.5,0.0865,85.3,10.96,5678,1.303,1.015
9.2207691,0,4.907,140,0.010738,1.02,0.0796,89.85,14.511,5600,0.872,0.793
9.2294726,0,2.446,199,0.01261,0.82,0.0734,89.85,29.1,4781,0.596,0.618
9.22961384,0,2.235,492,0.020371,2.79,0.0933,89.88,32.12,6320,1.252,1.273
9.250572762,0,3.6373,1040,0.267107,96.08,0.1097,77.53,5.717,8133,3.294,2.053
9.25801294,0,2.854,88.1,0.00865,1.73,0.0908,89.57,24.57,6200,1.834,1.162
9.26147679,,1.77,,,,,,,,,
9.27358173,0,3.2875,1290,0.032563,2.47,0.0759,88.93,20.65,4856,0.696,0.676
9.2742685,,13.39,,,,,,,,,
9.27989,0,3.33,164,0.012195,1.29,0.0857,88.13,17.69,6052,0.967,0.974
9.286358079,0,3.49949,44800,0.19639,17.61,0.081,89.06,23.029,5670,0.821,0.82
9.286964466,0,3.3649,692,0.023784,2.1,0.0835,89.99,21.594,5546,0.81,0.907
9.296746368,0,6.88069,214000,1.271367,400.4,0.0973,84.36,16.509,6461,2.884,1.418
9.30413878,0,1.9254,637,0.023226,1.67,0.0748,89.16,33.2,4458,0.658,0.645
9.30991834,0,3.455,115,0.010094,1.21,0.0866,88.19,17.44,5806,1.101,0.996
9.31392071,0,0.971,164,0.011805,1.25,0.0882,89.95,73.5,6032,0.973,1.055
9.3210841,0,1.81,294,0.015846,0.61,0.0626,89.95,39.84,3773,0.35,0.376
9.3281912,0,3.991,45.2,0.006063,0.59,0.085,89.86,17.96,5525,0.888,0.939
9.32867952,0,1.572,354,0.017152,1.62,0.0856,89.96,46.09,5749,0.864,0.961
9.3335486,0,6.643,71.2,0.008311,1.69,0.0888,84.5,7.56,5354,1.863,1.071
9.33648141,0,2.5449,885,0.033763,2.39,0.0747,86.38,14.26,4442,0.648,0.637
9.33955596,0,2.058,245,0.022231,2.67,0.0838,84.03,9.47,5516,1.101,0.898
9.340538,0,2.57,201,0.012708,0.84,0.0741,89.85,28,4200,0.607,0.622
9.34145925,0,6.18,81.7,0.008438,1.56,0.0893,87.49,10.41,5951,1.693,1.086
9.3589254,0,3.169,1530,0.03519,17.37,0.1014,89.54,22.99,5188,4.521,1.583
9.36059705,0,3.2069,237,0.015651,1.42,0.0844,86.69,13.92,5677,0.828,0.92
9.37663713,0,2.1033,118,0.011189,1.89,0.0922,87.6,19.78,6237,1.543,1.187
9.3789167,0,3.3427,564,0.023007,2.03,0.0788,87.68,16.56,5684,0.808,0.741
9.380632783,0,4.295,65800,0.468628,46.72,0.0872,86.25,16.585,5926,0.913,1.004
9.38740646,0,1.6165,385,0.024006,1.69,0.077,86.89,17.44,4500,0.646,0.71
9.3888216,0,4.154,193,0.154393,20.91,0.089,70.05,3.34,5846,1.24,1.064
9.391039263,0,2.8386,2900,0.071734,11.73,0.0902,85.35,11.89,5944,1.498,1.11
9.4022333,0,2.79,316,0.015585,23.61,0.107,89.96,26.14,4597,13.874,1.845
9.40527028,0,2.076,471,0.233462,25.39,0.0888,81.35,8.06,6347,0.996,1.053
9.4061364,0,4.882,79.5,0.008249,1.14,0.0878,88.33,13.66,5855,1.268,1.02
9.41475056,0,4.736,483,0.171402,19.33,0.0891,72.08,3.73,6406,1.033,1.061
9.42889884,0,4.4481,565,0.021623,4.39,0.093,89.96,16.554,5897,1.86,1.204
9.43414171,0,2.8112,3980,0.059248,5.73,0.0858,88.68,23.4,5578,0.886,0.943
9.439459486,0,2.8979,3040,0.048953,4.16,0.0837,89.89,26.081,5097,0.779,0.891
9.44942628,0,6.3064,1210,0.258572,75.22,0.0947,71.61,3.86,5092,2.664,1.265
9.44942685,0,6.40303,489000,0.691937,68.38,0.0882,88.78,18.5775,5754,0.905,1.021
9.449438672,0,5.5479,12900,0.387727,60.59,0.0903,81.21,8.13,6558,1.431,1.096
9.4527721,0,3.817,197,0.013921,1.3,0.0859,86.72,13.02,5973,0.857,0.945
9.455586047,0,8.42272,115000,0.385464,178.47,0.1106,85.38,9.811,7221,4.24,2.018
9.4588054,0,3.66,270,0.01527,1.78,0.091,88.88,18.72,6247,1.066,1.122
9.459993213,0,5.3012,238000,0.573221,51.89,0.0853,87.75,18.94,5569,0.829,0.928
9.4609418,0,4.888,47.5,0.006322,0.54,0.0784,89.37,14.7,5485,0.788,0.716
9.4640413,0,6.999,210,0.013265,1.28,0.0867,89.74,10.472,5968,0.881,0.97
9.467821474,0,2.4327,2240,0.042684,2.13,0.0691,89.85,30.913,3582,0.458,0.491
9.469191607,0,9.55999,63500,0.245783,49.17,0.1131,85.61,8.1952,9454,1.832,2.144
9.4767057,0,3.893,231,0.013848,1.38,0.0879,89.99,18.86,5911,0.914,1.006
9.47850818,0,6.154,185,0.012482,1.47,0.0914,89.46,11.85,6249,1.076,1.13
9.48803557,0,2.9575,616,0.022344,2.26,0.0853,89.66,24.81,5455,0.927,0.919
9.48814747,0,1.163,47.9,0.006578,0.73,0.0871,89.38,51.7,5680,1.016,0.978
9.48965527,0,3.587,262,0.016446,2.16,0.0879,86.44,12.82,5672,1.204,1.005
9.4907638,0,2.713,197,0.012848,1.05,0.082,89.38,25.3,5290,0.746,0.821
9.49361221,,6.52,,,,,,,,,
9.50150926,0,6.852,510,0.259878,25.77,0.0876,63.77,2.8,5938,0.908,0.992
9.50158045,0,5.0701,443000,0.669155,73.07,0.088,88.9,23.057,5780,1,1
9.5084871,0,4.372,97.9,0.009069,1.65,0.0958,89.5,16.61,6144,1.668,1.296
9.51220046,0,2.9497,1170,0.030147,1.99,0.0745,89.7,25.17,4224,0.603,0.609
9.521644639,0,2.3569,1490,0.034895,2.16,0.0735,89.96,31.94,4041,0.567,0.584
9.524076544,0,10.4891,198000,0.410212,151,0.0911,88.13,9.5761,5180,3.371,1.112
9.53040216,0,5.95809,322000,0.607369,60.49,0.0828,88.24,18.23,5501,0.912,0.833
9.54060855,0,1.869,462,0.019272,1.75,0.083,89.96,39.73,5271,0.831,0.839
9.543584955,0,3.72007,68200,0.400013,77.97,0.0817,87.11,19.53,5537,1.785,0.798
9.54699216,0,5.063,143,0.012712,1.71,0.0952,83.08,7.3,6274,1.232,1.261
9.549277089,0,1.5832,1830,0.038907,1.57,0.0646,89.92,47.77,3547,0.369,0.396
9.5497037,0,1.881,707,0.02333,1.45,0.073,89.96,39.67,3705,0.569,0.57
9.5539134,0,5.261,26.8,0.004735,0.68,0.0947,89.41,13.812,6175,1.307,1.244
9.57665962,0,3.3603,747,0.024495,2.88,0.0848,89.89,22.293,5386,1.076,0.886
9.58405667,0,6.82752,120000,0.401178,99.66,0.0946,86.31,12.3931,5605,2.275,1.226
9.59068586,0,3.452,545,0.021503,3.93,0.0827,88.99,20.31,5476,1.673,0.819
9.59993246,0,4.3206,271,0.014963,2.08,0.091,89.79,17.2,5865,1.272,1.088
9.60505976,0,3.0063,55,0.006981,0.91,0.0883,88.51,20.76,5790,1.198,0.997
9.60853601,0,3.672,584,0.253008,31.99,0.0946,75.94,5.06,6377,1.158,1.225
9.61375316,0,4.654,798,0.026947,3.27,0.0897,87.37,13.13,5997,1.11,1.037
9.61731426,0,3.8692,234,0.01416,1.94,0.0873,88.96,18.21,6035,1.257,0.958
9.6183111,0,4.215,25,0.004666,0.85,0.0934,88.37,15.7,6134,1.665,1.173
9.6310258,0,5.255,297,0.019733,2.9,0.0905,79.56,5.25,6432,1.345,1.06
9.63647672,0,2.999,47.6,0.006145,2.02,0.0994,89.89,24.68,5125,3.007,1.411
9.65188331,0,4.296,103,0.009238,1.08,0.0872,89.59,17.2,5768,1.067,0.946
9.65349016,0,2.9029,1310,0.031946,2.41,0.0803,89.67,25.95,4723,0.691,0.76
9.6550473,0,2.752,313,0.015707,1.45,0.0825,89.74,27.02,4999,0.843,0.8
9.66857386,0,2.4656,412,0.020759,1.9,0.0854,87.59,19.02,5288,0.836,0.884
9.673958488,0,3.2641,953,0.027629,2.63,0.0845,89.51,22.85,5192,0.873,0.856
9.6887216,0,2,656,0.023646,3.09,0.0943,89.82,37.64,6457,1.196,1.19
9.69310837,0,2.734,1130,0.031409,2.12,0.0754,88.72,23.9,4818,0.618,0.607
9.69315023,0,5.6725,142,0.01176,1.89,0.0894,85.39,9.13,5683,1.472,1.014
9.69501146,0,2.75,515,0.020883,2.08,0.089,89.36,26.35,5896,0.914,1
9.7043379,0,3.515,129,0.010444,1.19,0.092,89.81,21.27,6273,1.044,1.099
9.705693,0,7.702,141,0.013675,2.07,0.0907,75.52,3.76,5808,1.385,1.056
9.726748645,0,19.4093,393000,1.80664,277.38,0.0869,76.84,8.2745,5618,1.406,0.922
9.72675447,0,19.6214,6640,3.745903,995.22,0.102,33.72,5.62,6327,2.433,1.495
9.72869627,0,5.628,252,0.287894,42.47,0.0982,62.49,2.76,6881,1.351,1.34
9.74048508,0,1.6993,121,0.01212,0.95,0.079,87.58,21.08,5051,0.721,0.692
9.74765878,0,2.62,102,0.009733,0.78,0.0834,88.27,21.8,5176,0.738,0.826
9.751720174,0,16.1937,333000,0.530194,182.09,0.0881,88.78,7.0626,5147,3.145,0.957
9.75192101,0,4.793,418,0.024042,2.76,0.0902,80.97,6.05,5775,1.053,1.026
9.75374033,0,2.348,431,0.019066,1.87,0.0892,89.45,30.96,5806,0.899,0.996
9.761172507,0,11.4007,206000,0.427376,95.58,0.0949,87.84,9.10474,6468,2.048,1.196
9.762550001,0,4.87531,41600,0.323684,68.93,0.1041,85.63,13.2,7199,1.95,1.571
9.76293284,0,3.064,553,0.021757,1.94,0.0821,88.68,21.72,5052,0.816,0.773
9.76734503,0,1.6585,569,0.026407,2.67,0.0881,87.68,22.2,5527,0.927,0.956
9.76785911,0,2.1649,585,0.027327,2.54,0.0852,86.73,16.07,5371,0.852,0.864
9.7704486,0,2.4517,1900,0.040133,2.23,0.0714,89.84,31.55,3906,0.509,0.508
9.771462706,0,1.767,6930,0.108981,10.15,0.0878,87.78,24.44,5812,0.853,0.947
9.78184193,,2.3,,,,,,,,,
9.80321143,0,4.4617,813,0.027603,2.99,0.0916,87.12,13.21,6170,0.992,1.063
9.81101738,,2.09,,,,,,,,,
9.82578495,0,5.2498,433,0.022271,2.66,0.0949,83.03,7.31,6246,1.092,1.18
9.8338474,0,14.585,57.6,0.007489,0.98,0.092,78.42,3.65,5929,1.202,1.071
9.84262076,0,1.6018,626,0.022683,2.41,0.0918,89.71,46.73,5585,0.972,1.064
9.8480917,0,3.079,142,0.01076,0.88,0.0805,89.7,24.51,5289,0.748,0.717
9.84824649,0,5.7471,437,0.019691,2.68,0.0916,87.2,11.26,5814,1.248,1.055
9.84883968,0,5.7425,22000,0.443343,63.42,0.0955,82.49,9.56,6938,1.31,1.198
9.86869589,0,2.876,5920,0.115642,21.68,0.1004,85.92,13.83,7301,1.717,1.384
9.8786461,0,1.8915,1470,0.034764,1.6,0.0692,89.97,41.282,3609,0.422,0.452
9.8788502,0,2.951,455,0.021044,2.64,0.0932,87.7,18.23,6477,1.148,1.102
9.88047978,0,2.78458,18500,0.235723,23.6,0.0901,86.91,18.92,6113,0.917,0.997
9.88736642,0,4.23,68,0.007617,0.68,0.0872,88.68,16.65,5693,0.816,0.911
9.892240848,0,4.1774,5280,0.366502,40.38,0.0924,81.58,8.743,6225,1.009,1.07
9.9092109,0,2.552,942,0.030624,2.35,0.0828,87.92,20.82,5396,0.702,0.784
9.9105786,0,5.945,99.5,0.010162,1.19,0.0952,83.93,7.69,6214,1.076,1.169
9.91724268,0,3.2241,458,0.021657,2.85,0.0883,87.06,15.35,5539,1.207,0.932
9.91937693,0,4.326,187,0.012428,1.32,0.0871,89.47,17.51,5688,0.971,0.895
9.9267215,0,3.8428,726,0.025697,2.76,0.0888,87.77,16.08,5475,0.982,0.947
9.93146307,0,5.678,399,0.018094,2.41,0.0915,89.84,13.607,5782,1.22,1.035
9.93442075,0,7.8219,56000,0.465854,34.03,0.0817,83.09,9.2906,5382,0.669,0.749
9.93443795,0,8.098,2750,0.326094,35.54,0.0936,71.46,3.97,5763,0.998,1.107
9.93962361,0,3.432,300,0.020312,1.93,0.0844,84.14,9.14,5105,0.868,0.81
9.9398272,0,4.1198,479,0.989789,101.71,0.0917,67.43,5.141255,5798,0.941,1.038
9.940666412,0,3.9092,520,0.020908,2.87,0.0953,89.94,19.837,6215,1.259,1.17
9.94221873,0,2.453,487,0.196178,19.64,0.0852,81.27,7.71,5213,0.917,0.832
9.942228056,0,2.45451,31100,0.24062,22.15,0.0831,87.9,25.417,5268,0.843,0.775
9.94602357,0,3.3862,995,0.028229,3.12,0.0864,89.91,23.07,5344,1.013,0.867
9.948701373,0,3.2922,2750,0.340124,29.19,0.082,82.24,9.46,5152,0.786,0.741
9.95639775,0,5.615,511,0.244849,28.15,0.095,69.16,3.44,6161,1.053,1.15
9.95667035,0,3.534,587,0.028013,3.41,0.0921,83.62,8.55,6165,1.115,1.048
9.9664004,0,5.0127,1620,0.050235,16.89,0.106,81.23,6.336,6638,3.079,1.595
9.97202023,0,1.425,330,0.016575,1.26,0.0797,89.54,50,4810,0.696,0.677
9.97682072,0,3.4873,967,0.028075,2.85,0.0849,89.94,22.47,5500,0.928,0.821
9.97716876,0,5.908,253,0.014328,2.53,0.0919,89.99,13.1,5557,1.616,1.035
9.9824036,0,1.09,83.9,0.009376,1.17,0.0935,88.81,42.2,6273,1.139,1.092
9.98970266,0,3.7,988,0.028075,2.48,0.088,89.99,21.21,5265,0.81,0.91
9.99115241,0,2.657,392,0.019277,1.68,0.0833,88.16,21.5,4838,0.796,0.771
9.991625291,0,3.8552,3450,0.325317,38.93,0.0894,81.5,8.496,5874,1.096,0.954
9.99760285,0,3.4423,639,0.026397,2.82,0.0927,86.18,12.76,6004,0.977,1.061
10.0046881,0,2.389,50.6,0.006576,1.9,0.1048,89.95,32.21,6620,2.641,1.531
10.00506974,0,3.481,143,0.010975,1.11,0.0873,89.61,21.96,5912,0.924,0.884
10.00653012,0,5.344,936,0.032174,3.52,0.0933,83.94,8.17,6063,1.001,1.079
10.0100312,0,1.35,376,0.017837,0.99,0.0725,89.93,57.54,4338,0.508,0.507
10.0102876,0,5.33,127,0.010497,0.69,0.0762,87.09,12.02,4214,0.601,0.588
10.03538181,0,3.4062,2830,0.048571,4.42,0.0886,89.81,23.541,5813,0.833,0.925
10.04157214,0,2.6577,1110,0.033566,2.97,0.0855,87.8,19.98,5244,0.81,0.826
10.04378351,0,5.548,438,0.024216,2.94,0.0957,79.64,5.3,6325,1.112,1.157
10.04556377,0,3.2027,671,0.023478,2.19,0.0896,89.82,24.47,5632,0.853,0.952
10.05550267,0,2.951,148,0.010883,0.92,0.0845,89.87,26.28,5208,0.772,0.796
10.06083238,0,4.5718,460,0.020765,2.58,0.0894,87.02,12.94,5705,1.14,0.939
10.06468789,0,3.59854,10100,0.391049,30.11,0.0801,84.27,12.621,5185,0.705,0.673
10.06478627,0,2.86,286,0.016687,1.49,0.0888,87.81,19.06,5438,0.82,0.92
10.06524317,0,1.369,1050,0.031153,1.91,0.076,89.22,45.9,4077,0.56,0.576
10.0714369,0,6.891,49.5,0.00645,1.98,0.098,89.97,11.25,5768,2.81,1.236
10.08535311,0,1.75,223,0.014096,1.45,0.0914,89.2,38,5947,0.945,1
10.08744556,0,2.9884,568,0.026351,3.15,0.0956,85.49,11.72,6310,1.095,1.143
10.08881066,0,1.7726,2000,0.05115,4.71,0.0898,87.6,22,5431,0.843,0.945
10.0989634,0,6.428,57,0.007123,1.03,0.0948,87.06,10.31,6174,1.318,1.109
10.10176739,0,2.1267,602,0.275518,26.09,0.09,82.1,9.1,6058,0.867,0.95
10.10404351,0,1.0022,1320,0.04465,4.05,0.0876,88.37,33.3,5530,0.831,0.876
10.10463142,0,2.369,115,0.010177,1.59,0.0937,88.79,27.16,6070,1.431,1.072
10.10575764,0,2.0138,117,0.011144,1.28,0.0905,87.87,22.25,5923,1.054,0.966
10.10773789,0,3.828,295,0.015476,1.98,0.0889,89.57,20.27,5480,1.174,0.915
10.11614452,0,2.70314,58100,0.303606,17.21,0.0744,88.17,27.54,4717,0.519,0.536
10.1171684,0,4.6677,289,0.015702,3.07,0.1024,88.95,16.1,6306,1.792,1.399
10.12742274,0,1.2762,934,0.029978,3.8,0.0983,89.13,46.1,6392,1.162,1.232
10.12805158,0,3.517,477,0.02174,1.95,0.0874,87.16,15.21,5676,0.82,0.865
10.12956201,0,3.044,81.3,0.008451,0.78,0.0876,88.56,21.6,5383,0.842,0.874
10.13200555,0,3.1683,912,0.02728,1.67,0.0756,89.93,25.09,4777,0.561,0.561
10.13540105,0,5.6831,256000,0.577,89.16,0.0894,87.91,19.257,5895,1.415,0.926
10.1384691,0,4.026,92.8,0.008748,0.74,0.0872,89.37,19,5483,0.779,0.865
10.13958818,0,2.6446,1160,0.030853,1.68,0.0739,89.85,30.115,3893,0.5,0.521
10.14873521,0,5.603,116000,0.502467,71.11,0.0937,86.54,15.98,6366,1.296,1.059
10.1551587,0,1.802,142,0.010784,0.94,0.083,89.95,42.4,5275,0.796,0.739
10.15771597,0,2.9526,9520,0.392589,42.27,0.0946,85.2,15.16,5993,0.986,1.093
10.16102353,0,3.1627,1650,0.039948,4.62,0.0918,87.78,18.52,6032,1.06,0.999
10.16104834,0,3.0448,909,0.027327,2.72,0.0881,89.93,26.19,5636,0.913,0.881
10.16435076,0,6.017,37.7,0.00674,1.99,0.1028,80.45,5.51,6133,2.71,1.401
10.1747037,0,5.179,52.4,0.007125,1.04,0.0924,86.04,10.52,5866,1.339,1.016
10.181584,0,3.5089,5740,0.084708,7.73,0.0884,85.87,12.776,5988,0.836,0.885
10.18318233,0,3.137,51.5,0.006649,0.79,0.0958,88.85,22.35,5843,1.084,1.131
10.18657875,0,10.6304,341000,0.67432,67.45,0.0875,86.56,11.266,5557,0.916,0.859
10.18670759,0,7.498,261,0.015613,0.95,0.0756,85.09,7.9,3995,0.555,0.556
10.19154678,0,6.165,61.3,0.007567,1.39,0.0967,86.09,9.66,6212,1.684,1.156
10.1955065,0,2.447,221,0.013967,1.02,0.0796,88.81,27.3,5182,0.666,0.646
10.19849255,0,2.4283,634,0.024778,1.75,0.0814,88.27,23.6,4500,0.646,0.71
10.2090268,0,6.264,36.7,0.005552,0.92,0.1014,89.01,12.25,6188,1.524,1.33
10.21418792,0,5.8201,304,0.015775,2.29,0.0966,89.93,13.63,5843,1.332,1.151
10.21507506,0,3.395,259,0.014437,1.5,0.0888,89.75,23.21,5406,0.95,0.893
10.2170589,0,2.259,121,0.010155,1.17,0.0916,89.78,34.6,6211,1.054,0.98
10.21712165,0,4.35647,205000,0.550517,81.1,0.0935,88.12,23.973,5931,1.349,1.042
10.21864532,0,3.802,445,0.019663,2.33,0.0927,88.76,19.13,6100,1.083,1.017
10.22215697,0,1.1939,238,0.017212,1.72,0.0883,88.23,29.5,5675,0.915,0.878
10.2239787,0,1.814,214,0.013298,24.43,0.1279,89.36,39.3,4673,16.823,2.666
10.23273611,,1.55,,,,,,,,,
10.23335969,,7.55,,,,,,,,,
10.23893988,0,3.4851,3150,0.11196,22.09,0.0968,84.05,9.871,6244,1.807,1.152
10.24061136,0,0.9617,2960,0.055757,3.9,0.079,89.21,57.3,5227,0.64,0.628
10.26231992,0,3.568,814,0.033623,1.98,0.0755,84.14,9.25,4316,0.54,0.543
10.26547688,0,3.733,400,0.019462,1.81,0.0909,87.49,15.78,5699,0.853,0.95
10.26558924,0,3.879,255,0.015409,1.65,0.0927,87.56,15.57,5774,0.98,1.006
10.26561325,0,5.67553,150000,0.395421,61.45,0.0952,87.74,16.9609,5865,1.423,1.09
10.26782676,0,6.02685,247000,0.467996,73.59,0.0965,89.15,18.7828,6664,1.44,1.135
10.27127527,0,3.029,344,0.016888,0.94,0.0741,89.9,26.33,4405,0.511,0.513
10.27380957,0,3.252,353,0.017115,1.68,0.0924,89.71,24.37,5806,0.899,0.996
10.27532513,0,6.3093,210,0.013362,3.04,0.1047,88.49,12,6150,2.086,1.448
10.28194593,0,3.4366,1110,0.029849,2.53,0.088,89.59,23.23,5196,0.775,0.869
10.2856373,0,3.043,135,0.010713,1.24,0.0942,89.1,24.21,5841,1.06,1.053
10.29099413,0,4.28889,9660,0.089546,13.43,0.0906,89.86,19.961,5803,1.373,0.937
10.29674097,0,2.7292,1010,0.029321,5.75,0.1009,89.4,28.4,6068,1.797,1.294
10.29767658,0,6.649,656,0.222876,39.14,0.0963,68.98,3.33,5671,1.608,1.121
10.30067919,0,4.885,272,0.015115,2.2,0.0951,89.99,16.36,6157,1.33,1.08
10.30148508,0,3.903,163,0.011853,1.6,0.0954,88.61,18.34,5887,1.235,1.09
10.303356,0,5.98633,520000,0.708788,69.66,0.0854,89.05,21.976,5497,0.9,0.782
10.30401132,0,4.2246,316,0.016083,1.84,0.0903,89.95,18.939,5657,1.046,0.921
10.30698279,0,11.4277,342000,0.611069,81.21,0.0898,86.91,10.45087,5912,1.217,0.907
